1.000000e+00 0.000000e+00
9.957200e-01 5.700000e-04
9.829600e-01 2.180000e-03
9.619400e-01 4.630000e-03
9.330100e-01 7.700000e-03
8.966800e-01 1.127000e-02
8.535500e-01 1.522000e-02
8.043800e-01 1.945000e-02
7.500000e-01 2.384000e-02
6.913400e-01 2.823000e-02
6.294100e-01 3.247000e-02
5.652600e-01 3.638000e-02
5.000000e-01 3.978000e-02
4.347400e-01 4.248000e-02
3.705900e-01 4.431000e-02
3.392800e-01 4.484000e-02
3.086600e-01 4.509000e-02
2.788600e-01 4.504000e-02
2.500000e-01 4.466000e-02
2.222100e-01 4.397000e-02
1.956200e-01 4.295000e-02
1.703300e-01 4.161000e-02
1.464500e-01 3.994000e-02
1.240800e-01 3.795000e-02
1.033200e-01 3.564000e-02
8.427000e-02 3.305000e-02
6.699000e-02 3.023000e-02
5.156000e-02 2.720000e-02
3.806000e-02 2.395000e-02
2.653000e-02 2.039000e-02
1.704000e-02 1.646000e-02
9.610000e-03 1.214000e-02
4.280000e-03 7.670000e-03
1.070000e-03 3.490000e-03
0.000000e+00 0.000000e+00
1.070000e-03 -3.490000e-03
4.280000e-03 -7.670000e-03
9.610000e-03 -1.214000e-02
1.704000e-02 -1.646000e-02
2.653000e-02 -2.039000e-02
3.806000e-02 -2.395000e-02
5.156000e-02 -2.720000e-02
6.699000e-02 -3.023000e-02
8.427000e-02 -3.305000e-02
1.033200e-01 -3.564000e-02
1.240800e-01 -3.795000e-02
1.464500e-01 -3.994000e-02
1.703300e-01 -4.161000e-02
1.956200e-01 -4.295000e-02
2.222100e-01 -4.397000e-02
2.500000e-01 -4.466000e-02
2.788600e-01 -4.504000e-02
3.086600e-01 -4.509000e-02
3.392800e-01 -4.484000e-02
3.705900e-01 -4.431000e-02
4.347400e-01 -4.248000e-02
5.000000e-01 -3.978000e-02
5.652600e-01 -3.638000e-02
6.294100e-01 -3.247000e-02
6.913400e-01 -2.823000e-02
7.500000e-01 -2.384000e-02
8.043800e-01 -1.945000e-02
8.535500e-01 -1.522000e-02
8.966800e-01 -1.127000e-02
9.330100e-01 -7.700000e-03
9.619400e-01 -4.630000e-03
9.829600e-01 -2.180000e-03
9.957200e-01 -5.700000e-04
1.000000e+00 0.000000e+00
