Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca23012-il-100000
Airfoil,naca23012-il
Reynolds number,100000
Ncrit,9
Mach,0
Max Cl/Cd,36.3783
Max Cl/Cd alpha,5.5
Url,http://airfoiltools.com/polar/csv?polar=xf-naca23012-il-100000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.250,-0.5351,0.10845,0.10329,-0.0041,1.0000,0.1255
-10.000,-0.5476,0.10393,0.09884,-0.0085,1.0000,0.1316
-9.750,-0.6133,0.09584,0.09083,-0.0235,1.0000,0.1336
-9.500,-0.5441,0.09556,0.09054,-0.0101,1.0000,0.1393
-9.250,-0.5469,0.09161,0.08662,-0.0122,1.0000,0.1456
-9.000,-0.6158,0.08385,0.07889,-0.0239,1.0000,0.1494
-8.750,-0.5617,0.08209,0.07723,-0.0172,1.0000,0.1565
-8.500,-0.5836,0.07723,0.07240,-0.0205,1.0000,0.1624
-8.250,-0.6066,0.07210,0.06723,-0.0224,1.0000,0.1695
-8.000,-0.6091,0.06945,0.06454,-0.0219,1.0000,0.1805
-7.750,-0.5924,0.06694,0.06212,-0.0196,1.0000,0.1923
-7.500,-0.5907,0.06417,0.05936,-0.0182,1.0000,0.2068
-7.250,-0.5874,0.06172,0.05693,-0.0165,1.0000,0.2234
-6.500,-0.6046,0.04013,0.03258,-0.0135,1.0000,0.1044
-6.250,-0.5866,0.03707,0.02933,-0.0117,1.0000,0.0973
-6.000,-0.5711,0.03447,0.02640,-0.0095,1.0000,0.0951
-5.750,-0.5542,0.03210,0.02362,-0.0073,1.0000,0.0928
-5.500,-0.5360,0.03014,0.02111,-0.0049,1.0000,0.0902
-5.250,-0.5157,0.02842,0.01915,-0.0032,1.0000,0.0902
-5.000,-0.4952,0.02687,0.01756,-0.0020,1.0000,0.0926
-4.750,-0.4742,0.02563,0.01622,-0.0006,1.0000,0.0953
-4.500,-0.4524,0.02442,0.01488,0.0007,1.0000,0.0972
-4.250,-0.4301,0.02338,0.01369,0.0020,1.0000,0.0997
-4.000,-0.4080,0.02237,0.01259,0.0032,1.0000,0.1037
-3.750,-0.3860,0.02120,0.01158,0.0041,1.0000,0.1090
-3.500,-0.3645,0.02046,0.01084,0.0053,1.0000,0.1147
-3.250,-0.3438,0.01956,0.01007,0.0064,1.0000,0.1223
-3.000,-0.3237,0.01895,0.00954,0.0075,1.0000,0.1318
-2.750,-0.3044,0.01825,0.00896,0.0086,1.0000,0.1454
-2.500,-0.2845,0.01761,0.00846,0.0095,1.0000,0.1680
-2.250,-0.2685,0.01498,0.00827,0.0110,1.0000,0.5923
-2.000,-0.2510,0.01491,0.00913,0.0160,0.9967,0.8299
-1.750,-0.1923,0.01576,0.00996,0.0130,0.9876,0.9265
-1.500,-0.0909,0.01666,0.01059,0.0010,0.9852,0.9694
-1.250,0.0421,0.01689,0.01058,-0.0177,0.9879,0.9991
-1.000,0.1135,0.01648,0.01005,-0.0269,0.9727,1.0000
-0.750,0.1774,0.01597,0.00946,-0.0344,0.9546,1.0000
-0.500,0.2269,0.01547,0.00889,-0.0388,0.9293,1.0000
-0.250,0.2638,0.01502,0.00837,-0.0404,0.8990,1.0000
0.000,0.2908,0.01466,0.00792,-0.0398,0.8661,1.0000
0.250,0.3125,0.01440,0.00754,-0.0381,0.8320,1.0000
0.500,0.3327,0.01421,0.00721,-0.0361,0.7970,1.0000
0.750,0.3528,0.01410,0.00694,-0.0341,0.7614,1.0000
1.000,0.3734,0.01407,0.00672,-0.0322,0.7250,1.0000
1.250,0.3943,0.01411,0.00654,-0.0305,0.6882,1.0000
