1.000000e+00 6.300000e-04
9.500000e-01 4.030000e-03
9.000000e-01 7.240000e-03
8.000000e-01 1.312000e-02
7.000000e-01 1.832000e-02
6.000000e-01 2.282000e-02
5.000000e-01 2.647000e-02
4.000000e-01 2.902000e-02
3.000000e-01 3.001000e-02
2.500000e-01 2.971000e-02
2.000000e-01 2.869000e-02
1.500000e-01 2.673000e-02
1.000000e-01 2.341000e-02
7.500000e-02 2.100000e-02
5.000000e-02 1.777000e-02
2.500000e-02 1.307000e-02
1.250000e-02 9.470000e-03
0.000000e+00 0.000000e+00
1.250000e-02 -9.470000e-03
2.500000e-02 -1.307000e-02
5.000000e-02 -1.777000e-02
7.500000e-02 -2.100000e-02
1.000000e-01 -2.341000e-02
1.500000e-01 -2.673000e-02
2.000000e-01 -2.869000e-02
2.500000e-01 -2.971000e-02
3.000000e-01 -3.001000e-02
4.000000e-01 -2.902000e-02
5.000000e-01 -2.647000e-02
6.000000e-01 -2.282000e-02
7.000000e-01 -1.832000e-02
8.000000e-01 -1.312000e-02
9.000000e-01 -7.240000e-03
9.500000e-01 -4.030000e-03
1.000000e+00 -6.300000e-04
