1.000000e+00 0.000000e+00
9.973200e-01 8.400000e-04
9.893000e-01 3.330000e-03
9.760300e-01 7.370000e-03
9.576000e-01 1.284000e-02
9.342300e-01 1.954000e-02
9.061500e-01 2.724000e-02
8.735700e-01 3.571000e-02
8.369000e-01 4.464000e-02
7.964700e-01 5.378000e-02
7.527200e-01 6.283000e-02
7.060800e-01 7.153000e-02
6.571000e-01 7.961000e-02
6.062700e-01 8.684000e-02
5.541300e-01 9.302000e-02
5.013200e-01 9.796000e-02
4.484000e-01 1.015200e-01
3.959000e-01 1.036000e-01
3.436700e-01 1.035200e-01
2.931500e-01 1.008600e-01
2.450200e-01 9.584000e-02
1.998800e-01 8.874000e-02
1.583000e-01 7.992000e-02
1.208000e-01 6.982000e-02
8.780000e-02 5.889000e-02
5.968000e-02 4.762000e-02
3.677000e-02 3.646000e-02
1.920000e-02 2.581000e-02
7.200000e-03 1.603000e-02
8.000000e-04 7.370000e-03
0.000000e+00 0.000000e+00
4.670000e-03 -5.730000e-03
1.467000e-02 -9.560000e-03
2.973000e-02 -1.157000e-02
4.970000e-02 -1.192000e-02
7.428000e-02 -1.080000e-02
1.031700e-01 -8.440000e-03
1.360700e-01 -5.130000e-03
1.725700e-01 -1.190000e-03
2.123500e-01 3.070000e-03
2.549800e-01 7.290000e-03
3.001200e-01 1.112000e-02
3.473000e-01 1.425000e-02
3.961800e-01 1.639000e-02
4.470700e-01 1.772000e-02
4.986800e-01 1.871000e-02
5.504000e-01 1.925000e-02
6.016700e-01 1.929000e-02
6.519300e-01 1.880000e-02
7.006500e-01 1.780000e-02
7.472800e-01 1.634000e-02
7.913000e-01 1.451000e-02
8.322300e-01 1.241000e-02
8.695700e-01 1.017000e-02
9.028800e-01 7.910000e-03
9.318000e-01 5.760000e-03
9.559300e-01 3.830000e-03
9.750300e-01 2.210000e-03
9.888300e-01 1.010000e-03
9.972200e-01 2.500000e-04
1.000000e+00 0.000000e+00
