Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n2414-il-200000
Airfoil,n2414-il
Reynolds number,200000
Ncrit,9
Mach,0
Max Cl/Cd,65.0707
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-n2414-il-200000

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.750,-0.7757,0.07662,0.07216,-0.0588,1.0000,0.0507
-13.500,-0.8145,0.06684,0.06220,-0.0661,1.0000,0.0504
-13.250,-0.8486,0.05934,0.05449,-0.0712,1.0000,0.0501
-13.000,-0.8784,0.05381,0.04871,-0.0735,1.0000,0.0500
-12.750,-0.9045,0.04976,0.04441,-0.0730,1.0000,0.0501
-12.500,-0.9282,0.04681,0.04122,-0.0699,1.0000,0.0502
-12.250,-0.9473,0.04424,0.03837,-0.0659,1.0000,0.0504
-12.000,-0.9610,0.04191,0.03571,-0.0620,1.0000,0.0508
-11.750,-0.9600,0.03940,0.03309,-0.0595,1.0000,0.0515
-11.500,-0.9502,0.03806,0.03175,-0.0575,1.0000,0.0524
-11.250,-0.9413,0.03695,0.03060,-0.0552,1.0000,0.0535
-11.000,-0.9344,0.03568,0.02922,-0.0526,1.0000,0.0546
-10.750,-0.9298,0.03418,0.02750,-0.0496,1.0000,0.0558
-10.500,-0.9254,0.03267,0.02568,-0.0465,1.0000,0.0570
-10.250,-0.9184,0.03104,0.02379,-0.0436,1.0000,0.0581
-10.000,-0.9038,0.02973,0.02253,-0.0419,1.0000,0.0595
-9.750,-0.8901,0.02887,0.02164,-0.0399,1.0000,0.0610
-9.500,-0.8769,0.02799,0.02064,-0.0377,1.0000,0.0630
-9.250,-0.8640,0.02710,0.01951,-0.0354,1.0000,0.0650
-9.000,-0.8488,0.02582,0.01819,-0.0337,1.0000,0.0669
-8.750,-0.8323,0.02510,0.01750,-0.0320,1.0000,0.0690
-8.500,-0.8160,0.02440,0.01671,-0.0303,1.0000,0.0715
-8.250,-0.7994,0.02381,0.01592,-0.0285,1.0000,0.0741
-8.000,-0.7818,0.02279,0.01498,-0.0272,1.0000,0.0770
-7.750,-0.7636,0.02227,0.01445,-0.0258,1.0000,0.0801
-7.500,-0.7448,0.02182,0.01383,-0.0244,1.0000,0.0836
-7.250,-0.7258,0.02100,0.01310,-0.0233,1.0000,0.0874
-7.000,-0.7013,0.02057,0.01264,-0.0231,0.9991,0.0922
-6.750,-0.6627,0.01983,0.01192,-0.0257,0.9952,0.0986
-6.500,-0.6233,0.01944,0.01144,-0.0283,0.9910,0.1061
-6.250,-0.5855,0.01877,0.01087,-0.0307,0.9862,0.1146
-6.000,-0.5443,0.01822,0.01035,-0.0338,0.9826,0.1249
-5.750,-0.5092,0.01773,0.00987,-0.0355,0.9762,0.1360
-5.500,-0.4689,0.01728,0.00946,-0.0382,0.9717,0.1497
-5.250,-0.4320,0.01684,0.00908,-0.0403,0.9663,0.1650
-5.000,-0.3955,0.01638,0.00872,-0.0422,0.9603,0.1824
-4.750,-0.3540,0.01594,0.00839,-0.0452,0.9566,0.2037
-4.500,-0.3210,0.01559,0.00810,-0.0463,0.9492,0.2255
-4.250,-0.2822,0.01516,0.00779,-0.0486,0.9441,0.2509
-4.000,-0.2384,0.01475,0.00748,-0.0519,0.9410,0.2812
-3.750,-0.2077,0.01438,0.00726,-0.0525,0.9325,0.3081
-3.500,-0.1689,0.01395,0.00695,-0.0546,0.9275,0.3408
-3.250,-0.1287,0.01348,0.00662,-0.0570,0.9240,0.3769
-3.000,-0.1026,0.01314,0.00642,-0.0564,0.9133,0.4105
-2.750,-0.0668,0.01264,0.00613,-0.0577,0.9081,0.4541
-2.500,-0.0410,0.01231,0.00597,-0.0570,0.8974,0.4985
-2.250,-0.0087,0.01187,0.00572,-0.0574,0.8909,0.5505
-2.000,0.0157,0.01157,0.00562,-0.0562,0.8791,0.5989
-1.750,0.0447,0.01123,0.00545,-0.0557,0.8708,0.6490
-1.500,0.0699,0.01099,0.00535,-0.0545,0.8589,0.6952
-1.250,0.0953,0.01080,0.00529,-0.0532,0.8470,0.7387
-1.000,0.1227,0.01061,0.00518,-0.0522,0.8367,0.7793
-0.750,0.1476,0.01052,0.00516,-0.0507,0.8231,0.8165
-0.500,0.1732,0.01049,0.00517,-0.0493,0.8094,0.8507
-0.250,0.2011,0.01051,0.00518,-0.0483,0.7962,0.8807
0.000,0.2322,0.01056,0.00517,-0.0480,0.7831,0.9063
0.250,0.2667,0.01065,0.00519,-0.0486,0.7685,0.9275
0.500,0.3046,0.01077,0.00523,-0.0500,0.7529,0.9451
0.750,0.3467,0.01089,0.00526,-0.0525,0.7371,0.9592
1.000,0.3925,0.01100,0.00527,-0.0558,0.7208,0.9709
1.250,0.4388,0.01109,0.00526,-0.0594,0.7041,0.9820
1.500,0.4880,0.01115,0.00521,-0.0638,0.6869,0.9910
1.750,0.5369,0.01119,0.00516,-0.0682,0.6695,0.9997
2.000,0.5600,0.01123,0.00510,-0.0675,0.6544,1.0000
2.250,0.5821,0.01130,0.00508,-0.0665,0.6399,1.0000
2.500,0.6043,0.01140,0.00507,-0.0655,0.6258,1.0000
2.750,0.6259,0.01150,0.00512,-0.0644,0.6109,1.0000
3.000,0.6477,0.01162,0.00519,-0.0632,0.5965,1.0000
3.250,0.6696,0.01176,0.00527,-0.0621,0.5825,1.0000
3.500,0.6916,0.01192,0.00535,-0.0609,0.5687,1.0000
3.750,0.7137,0.01210,0.00544,-0.0597,0.5550,1.0000
4.000,0.7351,0.01226,0.00558,-0.0585,0.5404,1.0000
4.250,0.7567,0.01243,0.00572,-0.0572,0.5259,1.0000
4.500,0.7784,0.01263,0.00587,-0.0559,0.5116,1.0000
4.750,0.8000,0.01284,0.00603,-0.0547,0.4971,1.0000
5.000,0.8215,0.01306,0.00619,-0.0533,0.4824,1.0000
5.250,0.8426,0.01329,0.00635,-0.0520,0.4671,1.0000
5.500,0.8636,0.01350,0.00655,-0.0506,0.4510,1.0000
5.750,0.8845,0.01373,0.00676,-0.0492,0.4344,1.0000
6.000,0.9053,0.01398,0.00697,-0.0478,0.4174,1.0000
6.250,0.9258,0.01425,0.00721,-0.0464,0.3995,1.0000
6.500,0.9461,0.01455,0.00745,-0.0449,0.3810,1.0000
6.750,0.9663,0.01485,0.00773,-0.0435,0.3611,1.0000
7.000,0.9861,0.01519,0.00804,-0.0420,0.3403,1.0000
7.250,1.0051,0.01560,0.00838,-0.0405,0.3189,1.0000
7.500,1.0230,0.01608,0.00876,-0.0388,0.2974,1.0000
7.750,1.0412,0.01656,0.00919,-0.0372,0.2743,1.0000
8.000,1.0578,0.01714,0.00967,-0.0354,0.2516,1.0000
8.250,1.0738,0.01777,0.01021,-0.0336,0.2293,1.0000
8.500,1.0891,0.01844,0.01080,-0.0316,0.2076,1.0000
8.750,1.1026,0.01922,0.01146,-0.0295,0.1880,1.0000
9.000,1.1149,0.02005,0.01219,-0.0272,0.1707,1.0000
9.250,1.1258,0.02087,0.01294,-0.0247,0.1556,1.0000
9.500,1.1355,0.02177,0.01377,-0.0221,0.1426,1.0000
9.750,1.1468,0.02265,0.01464,-0.0198,0.1311,1.0000
10.000,1.1575,0.02361,0.01561,-0.0176,0.1213,1.0000
10.250,1.1659,0.02475,0.01669,-0.0153,0.1134,1.0000
10.500,1.1766,0.02577,0.01773,-0.0133,0.1061,1.0000
10.750,1.1857,0.02699,0.01895,-0.0113,0.1000,1.0000
